order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
4bbf76J,55,Chicken rice,2024-05-18,2024-05-18,10.0,38.03,Car,Medium,Sunny,0.0,18.5,Route_1,8313e7ae-aa74-4761-86e1-8eda4d94f56c,37,Female,City_2,18,3,Italian,Weekly,No,Cold,1,2,Fair,1,False,True,Mixed,0.6576766028756361,Car,No
54fd21B,33,Salad,2024-04-07,2024-04-07,8.56,35.68,Bike,Low,Rainy,0.0,3.77,Route_3,175e8c65-3d1e-4519-9ba7-a7bc6096916d,40,Female,City_4,20,3,Italian,Monthly,No,Hot,5,3,Poor,1,False,False,Car-only,0.8354077353694693,Car,Yes
27774aN,80,Dumplings,2024-06-20,2024-06-20,13.58,27.0,Car,Medium,Rainy,0.0,7.31,Route_4,209bff33-9f72-4c78-804d-0e22e762b1ca,38,Other,City_3,2,4,Asian,Weekly,Yes,Hot,4,2,Fair,3,True,False,Car-only,0.019407851502331708,Car,No
1e6f34O,1,Pasta,2024-07-05,2024-07-05,12.25,38.33,Walk,Medium,Snowy,0.0,15.28,Route_2,65771668-9cfb-439f-84e0-b0b7e1e7f9aa,26,Other,City_2,24,5,American,Monthly,No,Warm,3,2,Good,4,False,True,Mixed,0.6442162753592402,Car,No
17e2f5L,22,Whole cake,2024-04-10,2024-04-10,12.22,44.61,Bike,Low,Rainy,0.0,-4.27,Route_1,6b89bec2-3582-4578-99e0-23bf5d58c43f,57,Male,City_10,33,2,Mediterranean,Monthly,No,Cold,1,3,Fair,1,True,True,Mixed,0.37795690448732333,Bike,No
2763ecQ,98,Chicken wings,2024-05-29,2024-05-29,12.96,39.43,Car,Medium,Snowy,0.0,-9.05,Route_4,07d86969-660b-4cab-bbbf-6d541173bfc2,60,Other,City_10,35,3,Italian,Weekly,Yes,Cold,5,2,Good,1,False,True,Bike-friendly,0.8814376087028691,Car,Yes
095068D,42,Cup cake,2024-08-04,2024-08-04,6.87,11.39,Bike,High,Snowy,0.0,19.32,Route_3,08ba7150-3f5b-42f7-a744-e36cbe3d638a,60,Male,City_7,27,1,Italian,Monthly,No,Hot,2,4,Fair,1,False,False,Car-only,0.9051101444819928,Car,Yes
022adaY,22,Salad,2024-01-24,2024-01-24,2.67,17.29,Car,Low,Rainy,0.0,14.41,Route_2,8aaa7e95-c638-471d-b5b8-371d4f017810,31,Female,City_8,17,4,Italian,Weekly,No,Warm,3,3,Fair,3,False,False,Mixed,0.35944988557871016,Bike,No
c7c316K,60,Soup,2024-10-01,2024-10-01,3.27,26.64,Car,High,Snowy,0.0,15.77,Route_3,08b92655-9974-4480-b781-b0c60c83a7f5,53,Female,City_6,26,2,Mexican,Weekly,No,Warm,2,2,Fair,5,True,True,Mixed,0.9881222658263196,Car,Yes
41138fB,59,Pasta,2024-07-25,2024-07-25,13.69,29.41,Bike,Medium,Rainy,0.0,-1.52,Route_5,e5140064-485e-477f-ac3f-e75817822664,24,Female,City_1,47,4,Mexican,Weekly,Yes,Hot,3,4,Good,2,False,False,Bike-friendly,0.574245345399576,Car,No
36af4fY,32,Beef pie,2024-11-20,2024-11-20,11.39,42.55,Bike,Medium,Snowy,0.0,1.27,Route_3,593eb689-e905-4e55-8eea-546de826b107,51,Other,City_8,37,2,Mediterranean,Weekly,Yes,Warm,5,2,Good,5,True,False,Car-only,0.7940374099049992,Car,No
d81651D,93,Burritos,2024-08-20,2024-08-20,3.45,38.57,Bike,Medium,Rainy,0.0,-6.62,Route_1,8bee7ce0-64f6-40fd-919c-acbee22c6679,50,Female,City_1,2,2,Mediterranean,Weekly,No,Cold,3,1,Fair,4,False,False,Mixed,0.5786402186782651,Bike,No
3eeea3B,86,Pasta,2024-11-26,2024-11-26,11.08,20.03,Car,Low,Snowy,0.0,12.76,Route_5,9059e86c-6749-4c9f-94c5-3fe2e0f2b3ed,44,Male,City_6,18,2,Italian,Monthly,No,Cold,5,5,Fair,1,True,False,Mixed,0.24464081039684515,Bike,No
342d15F,3,Cookie,2024-08-20,2024-08-20,11.56,29.98,Car,Low,Snowy,0.0,14.11,Route_3,15e6868d-9523-4da0-9d01-625484b41dea,58,Female,City_8,27,2,American,Monthly,Yes,Hot,2,5,Fair,2,False,False,Car-only,0.06226970771643725,Car,No
aa72d8R,44,Briyani rice,2024-09-14,2024-09-14,6.48,34.38,Bike,Low,Rainy,0.0,-0.53,Route_1,90d4d731-2e89-42d1-bc64-954bf07605c2,40,Male,City_2,26,4,American,Monthly,Yes,Warm,1,3,Fair,1,False,False,Mixed,0.6632423105240929,Car,No
a56571T,11,Soup,2024-10-09,2024-10-09,6.15,10.56,Bike,Medium,Sunny,0.0,13.57,Route_3,518a46f6-3a14-4315-9a28-5f18f4d8e015,31,Other,City_7,24,2,American,Monthly,Yes,Cold,5,3,Fair,3,True,False,Car-only,0.6245660807647094,Car,No
87dcedB,19,Salad,2024-03-03,2024-03-03,5.71,15.76,Walk,Low,Sunny,0.0,10.58,Route_5,2be677e6-f3fb-463a-aa1c-d32991fd97dc,33,Other,City_5,43,1,Asian,Weekly,No,Hot,3,1,Fair,1,False,True,Bike-friendly,0.6046882263277316,Bike,No
fdde5eF,27,Cookie,2024-08-21,2024-08-21,11.66,28.61,Walk,High,Snowy,0.0,17.98,Route_3,ea7ec03c-eeb6-41f0-a9ad-d593aba68103,47,Female,City_7,27,2,American,Monthly,No,Warm,4,3,Fair,3,False,False,Mixed,0.6730647699654291,Car,No
ecc23cU,45,Pasta,2024-10-04,2024-10-04,12.58,21.7,Car,Low,Sunny,0.0,-4.12,Route_5,4d20f944-508e-414f-98a8-c0b07d7f2867,46,Female,City_7,41,5,Mediterranean,Weekly,Yes,Hot,4,5,Fair,3,False,False,Bike-friendly,0.1414172466730651,Car,No
bf4230K,50,Cup cake,2024-12-08,2024-12-08,8.54,15.13,Car,Low,Snowy,0.0,0.4,Route_1,ed273b57-7b59-43bf-a84c-39324d04c8d6,49,Female,City_6,15,5,American,Monthly,No,Hot,1,1,Good,3,False,False,Car-only,0.3501686932010404,Car,No
6d31c4I,46,Burger,2024-04-23,2024-04-23,8.01,47.45,Bike,High,Sunny,0.0,-9.94,Route_2,5eec8845-c72a-4fb6-aa13-affededc629b,20,Female,City_10,38,2,Asian,Weekly,Yes,Warm,3,3,Poor,3,False,True,Bike-friendly,0.8559330928702816,Car,Yes
887f98M,4,Cookie,2024-07-20,2024-07-20,11.78,9.88,Walk,Medium,Rainy,0.0,10.92,Route_2,58653048-0e11-41db-a11e-253454c47bce,23,Male,City_3,46,2,Mexican,Weekly,No,Cold,1,4,Good,4,True,True,Bike-friendly,0.2931560964763955,Bike,No
ea932bR,91,Pasta,2024-10-11,2024-10-11,7.18,47.46,Bike,High,Rainy,0.0,11.16,Route_3,8f283eff-3349-4aa6-b1cc-9d598077b03b,30,Male,City_4,4,5,Mediterranean,Monthly,Yes,Cold,1,5,Fair,2,False,False,Mixed,0.8863915323221844,Car,Yes
41ea4fZ,94,Pizza,2024-08-27,2024-08-27,14.48,42.75,Walk,High,Sunny,0.0,-8.89,Route_1,0a33c440-841d-4b75-8188-9ffffc379102,55,Other,City_7,36,4,American,Monthly,No,Hot,5,1,Poor,3,False,False,Bike-friendly,0.9343614010823319,Car,Yes
66f406A,100,Shawarma,2024-10-01,2024-10-01,3.36,48.65,Walk,Low,Snowy,0.0,8.74,Route_5,4ae13c76-f5d8-4359-bd37-ef3eda2cab16,34,Male,City_4,39,3,Mediterranean,Monthly,Yes,Cold,1,1,Poor,3,True,True,Car-only,0.18787595885264996,Bike,No
c55c27L,94,Taccos,2024-05-10,2024-05-10,5.44,9.72,Bike,High,Sunny,0.0,4.23,Route_3,eb2b55b8-bc88-4e1f-a420-aa5d37396226,39,Male,City_2,25,2,Asian,Monthly,No,Hot,4,3,Fair,5,True,False,Bike-friendly,0.2007201540761009,Car,No
35d852I,91,Briyani rice,2024-05-19,2024-05-19,6.89,32.9,Walk,Medium,Sunny,0.0,17.18,Route_3,0d414761-13f3-46e8-aadb-4bfae7b17597,33,Male,City_6,21,3,Mediterranean,Weekly,Yes,Warm,5,3,Good,3,False,True,Mixed,0.02526788650338374,Car,No
06cb24V,7,Pizza,2024-08-09,2024-08-09,12.17,13.22,Car,Low,Rainy,0.0,-6.07,Route_3,a9f1c25b-2cb8-482e-be7f-87c3b50f1717,41,Male,City_5,35,2,Mexican,Weekly,Yes,Hot,4,4,Good,4,True,True,Mixed,0.0431534705845148,Bike,No
d750aaT,55,PastrySmoothie,2024-07-13,2024-07-13,14.08,16.84,Car,Low,Snowy,0.0,6.55,Route_3,a4b9b2a3-eacb-4eed-8ef8-c1c001917acd,50,Other,City_3,11,1,Italian,Monthly,No,Cold,3,2,Good,1,False,True,Car-only,0.6808375041052293,Car,No
868425R,60,Beef pie,2024-11-29,2024-11-29,3.63,47.09,Walk,High,Sunny,0.0,5.08,Route_1,6b5153c8-268f-4b1f-861f-458bb2d2959a,49,Male,City_6,41,1,Asian,Monthly,Yes,Warm,4,5,Fair,1,True,False,Mixed,0.21958052765617553,Car,No
fbfdedN,100,Pasta,2024-06-17,2024-06-17,4.24,25.33,Bike,Low,Sunny,0.0,5.09,Route_3,eba72855-b502-4376-b4ee-b1b0582a4f85,45,Female,City_10,34,5,Asian,Weekly,No,Cold,1,2,Good,4,False,False,Mixed,0.09351567020823592,Bike,No
7543f6Z,72,Chicken wings,2024-09-30,2024-09-30,4.05,49.16,Car,High,Sunny,0.0,14.14,Route_2,a8109a56-29c3-42d9-a29c-aef34586e97e,46,Male,City_3,9,2,Mexican,Monthly,Yes,Warm,1,1,Fair,2,False,True,Mixed,0.6131310164320738,Car,No
92064bQ,45,PastrySmoothie,2024-01-08,2024-01-08,7.38,8.41,Car,Low,Snowy,0.0,18.56,Route_5,be3e1720-6e9b-442b-95a9-cbac8b5a049f,42,Female,City_3,10,2,Mexican,Weekly,No,Warm,4,4,Good,5,True,True,Mixed,0.01614779996269977,Bike,No
3071fbK,67,Briyani rice,2024-02-18,2024-02-18,10.02,27.93,Walk,High,Rainy,0.0,14.76,Route_4,d81115a5-96dd-48ea-a1cc-1a9767396db6,34,Female,City_7,17,1,Italian,Weekly,No,Warm,2,2,Good,5,True,False,Bike-friendly,0.4095005882783125,Car,No
b911d5O,88,Salad,2024-04-25,2024-04-25,3.45,39.71,Walk,High,Rainy,0.0,-0.83,Route_4,ac2415b2-aee7-4ecf-9a11-7f442c629ef7,41,Other,City_5,5,3,Italian,Monthly,No,Hot,4,3,Good,3,True,False,Bike-friendly,0.8732399326666911,Car,Yes
f04e9eI,76,Pasta,2024-02-27,2024-02-27,3.76,31.03,Walk,Low,Snowy,0.0,17.16,Route_3,8e2eb0a9-4efa-42be-b6de-8c742734f885,32,Other,City_8,18,2,American,Weekly,Yes,Cold,5,5,Fair,1,True,True,Car-only,0.3546862641375246,Bike,No
2d6d9eR,43,Fried chicken,2024-07-04,2024-07-04,10.01,49.62,Car,Medium,Snowy,0.0,-6.55,Route_3,e107331d-ee31-4d47-ab59-a5bbfbecd12e,19,Male,City_2,50,2,Mexican,Weekly,No,Cold,2,1,Fair,4,False,True,Mixed,0.248183916119309,Car,No
3ecde1V,51,Beef pie,2024-11-13,2024-11-13,11.27,21.54,Walk,Low,Snowy,0.0,1.28,Route_3,f81c1f06-8074-48ac-961c-c5f73b7f4006,19,Female,City_1,49,4,Asian,Monthly,No,Warm,2,2,Poor,5,True,False,Mixed,0.10824237616255761,Bike,No
3a0b88E,87,Chicken rice,2024-05-24,2024-05-24,4.13,36.95,Walk,Low,Snowy,0.0,14.28,Route_4,8feacea5-e51b-4109-87e8-cc9552890c30,28,Male,City_8,44,1,Mediterranean,Weekly,Yes,Cold,2,1,Good,4,True,True,Bike-friendly,0.090914577332176,Bike,No
b29915P,82,Fried chicken,2024-09-23,2024-09-23,12.95,7.9,Walk,Low,Sunny,0.0,-4.27,Route_1,a6915aac-645a-4f75-a62c-518eb44242f2,32,Other,City_7,21,4,Asian,Weekly,Yes,Cold,3,5,Fair,2,False,True,Car-only,0.5861961763197497,Car,No
c685bbN,8,Chicken pie,2024-06-02,2024-06-02,7.13,41.3,Bike,High,Sunny,0.0,0.34,Route_5,d33f47e8-9e76-4c12-8df0-7dda9eb8031b,27,Other,City_3,42,3,American,Weekly,No,Warm,2,2,Good,2,False,True,Car-only,0.7957024170836011,Car,No
53e3bfY,75,Dumplings,2024-04-10,2024-04-10,7.47,45.53,Car,Low,Rainy,0.0,3.8,Route_4,6d9a4331-cf35-4fcd-9e37-175911988f8a,58,Male,City_7,7,4,Asian,Weekly,Yes,Cold,5,3,Fair,2,False,False,Bike-friendly,0.07206475003686963,Bike,No
482777L,49,Cup cake,2024-09-20,2024-09-20,3.01,21.1,Walk,Medium,Snowy,0.0,12.36,Route_4,74c46b65-ed0a-4ec0-94dc-0b7ac2744bd9,51,Female,City_1,50,2,Mediterranean,Weekly,No,Hot,3,1,Poor,5,True,False,Car-only,0.012688942761196476,Car,No
221ef3M,52,Fried chicken,2024-03-27,2024-03-27,6.1,23.41,Car,High,Sunny,0.0,16.92,Route_1,40ebf809-37a0-4bc9-b336-0a64bfced41d,54,Female,City_10,27,1,American,Weekly,No,Hot,1,3,Poor,1,False,False,Car-only,0.9977181209740402,Car,Yes
32ffadO,54,Burritos,2024-02-25,2024-02-25,14.02,17.76,Car,Medium,Sunny,0.0,13.74,Route_2,29356518-d089-4318-80fe-4ac0b3fd4774,49,Female,City_7,4,5,Mexican,Weekly,No,Hot,3,2,Good,2,False,True,Bike-friendly,0.9502623887012915,Bike,Yes
927324B,69,Pizza,2024-06-28,2024-06-28,13.74,6.01,Bike,Medium,Snowy,0.0,13.06,Route_4,eee99c6e-6f5a-4c1d-b1b0-46c952ee1a62,27,Other,City_4,26,4,Mediterranean,Weekly,No,Cold,4,5,Poor,3,False,False,Car-only,0.419271075286339,Car,No
957604K,45,Shawarma,2024-07-21,2024-07-21,5.21,21.6,Car,High,Snowy,0.0,-6.58,Route_2,b07a3f67-a125-4ac1-af2a-b597447ae5d3,24,Female,City_8,44,3,American,Weekly,No,Cold,4,1,Poor,3,False,False,Car-only,0.792389687541263,Car,No
99d2e5M,75,Fried chicken,2024-07-06,2024-07-06,14.34,35.18,Bike,High,Rainy,0.0,12.65,Route_2,34ad9145-850c-43a4-9c94-ef4fec1346ab,42,Other,City_6,39,2,Mediterranean,Monthly,Yes,Warm,3,1,Fair,3,False,True,Car-only,0.6643246022783438,Car,No
2c95fcD,83,Briyani rice,2024-12-06,2024-12-06,7.88,46.76,Walk,Low,Snowy,0.0,6.5,Route_1,3d913712-42a1-4522-8f8a-27d781ccdbb1,55,Female,City_1,21,4,American,Monthly,No,Warm,1,5,Fair,5,False,True,Car-only,0.6667235130590253,Car,No
b1138eM,46,Pasta,2024-06-24,2024-06-24,12.78,33.96,Walk,High,Snowy,0.0,0.82,Route_4,fcf31f2a-d0bb-4715-8a27-67af3e67d8e1,56,Male,City_4,20,1,American,Weekly,Yes,Cold,4,1,Fair,1,True,True,Bike-friendly,0.3210610986942152,Car,No
b30980B,20,Fried chicken,2024-08-31,2024-08-31,7.14,48.68,Bike,Low,Rainy,0.0,18.83,Route_3,e5aa4754-c11d-4f9a-8d74-e3ab44937451,32,Other,City_5,23,2,American,Monthly,Yes,Warm,5,2,Poor,4,False,False,Bike-friendly,0.12043514067791827,Car,No
39cfacO,47,Burritos,2024-02-11,2024-02-11,9.07,11.53,Walk,High,Sunny,0.0,-5.08,Route_1,c5f829b8-504a-4ad6-a537-ad219785c15b,41,Female,City_9,3,1,Italian,Weekly,Yes,Hot,5,4,Poor,2,True,True,Mixed,0.4562492461724008,Car,No
b9f1f8K,4,Chicken pie,2024-09-04,2024-09-04,10.06,38.84,Car,Low,Rainy,0.0,9.28,Route_3,5b46e2c8-e6bc-4796-8f4f-a8b287a42c9a,24,Male,City_3,8,3,Mexican,Weekly,No,Cold,1,2,Poor,3,False,True,Bike-friendly,0.8918095348092921,Car,Yes
5ec4d9Z,46,Chicken wings,2024-04-30,2024-04-30,5.24,10.67,Car,Medium,Snowy,0.0,-1.87,Route_2,0d6dc213-72c2-4f19-9643-5a0657e3319c,21,Male,City_6,7,5,Italian,Monthly,No,Warm,4,1,Fair,1,True,True,Mixed,0.6495837472725952,Bike,No
9b195dO,97,Chicken rice,2024-10-19,2024-10-19,8.67,38.93,Car,Low,Rainy,0.0,15.08,Route_3,67e18c60-5d40-40f7-9829-0764f0df2941,30,Female,City_9,27,4,American,Weekly,No,Cold,3,2,Poor,3,True,True,Car-only,0.8561716515010153,Bike,Yes
60e9f5Q,6,CoffeeBoba tea,2024-01-15,2024-01-15,3.86,31.63,Walk,High,Rainy,0.0,0.03,Route_4,94b7c91b-93ee-4d93-b273-ced0d2220643,36,Male,City_2,12,3,Mediterranean,Monthly,Yes,Warm,5,2,Poor,4,False,True,Bike-friendly,0.573515941551415,Car,No
4926caR,32,Pasta,2024-10-28,2024-10-28,5.66,27.78,Walk,High,Snowy,0.0,-2.65,Route_1,0de4c408-abf8-4f4f-91c4-19f8919ae1b9,60,Other,City_8,25,1,Mexican,Monthly,No,Warm,3,1,Poor,3,True,True,Bike-friendly,0.3287706081578443,Car,No
e54d78A,13,Soup,2024-09-10,2024-09-10,7.11,39.76,Car,High,Snowy,0.0,13.07,Route_1,1deb9a16-2e14-441c-b657-3425f51cb3ec,30,Male,City_8,40,1,Asian,Monthly,Yes,Cold,3,1,Poor,4,False,True,Car-only,0.7811500187618555,Car,No
1ef98dZ,97,Cookie,2024-09-10,2024-09-10,4.23,30.55,Car,Medium,Rainy,0.0,15.57,Route_5,ea1198c2-8e26-4196-9494-7e18d844372b,51,Other,City_9,12,3,Mediterranean,Weekly,No,Warm,3,4,Fair,2,True,True,Mixed,0.7472585823965703,Bike,No
b06bfcP,21,Sushi,2024-10-19,2024-10-19,7.48,26.78,Bike,High,Snowy,0.0,15.04,Route_2,7f03d96c-716b-4520-9230-66e270f8aec8,38,Female,City_2,7,5,Mexican,Monthly,Yes,Hot,4,1,Poor,1,True,True,Mixed,0.15588828697343782,Car,No
3af230K,100,Whole cake,2024-03-18,2024-03-18,8.17,17.35,Bike,High,Snowy,0.0,17.16,Route_4,9448a197-74e8-454a-ae24-a7d976eb141d,48,Other,City_3,43,3,American,Monthly,Yes,Warm,2,1,Poor,2,True,False,Mixed,0.1515396946361408,Car,No
12f884I,50,Fried chicken,2024-01-15,2024-01-15,14.01,24.87,Bike,Medium,Rainy,0.0,6.26,Route_4,28ba564e-763d-4e77-a401-fe26a1214bd0,57,Male,City_1,46,5,Italian,Monthly,Yes,Warm,1,4,Fair,2,False,False,Car-only,0.5079363220571478,Car,No
bc48b7F,29,Sushi,2024-09-21,2024-09-21,4.87,7.42,Bike,Medium,Snowy,0.0,13.79,Route_5,e56c06d4-69a2-4105-9b70-54bb8a3b8483,26,Female,City_8,24,2,Mexican,Monthly,No,Hot,2,5,Good,3,True,True,Bike-friendly,0.8344978734337213,Bike,Yes
23b0f0S,1,Whole cake,2024-02-20,2024-02-20,14.78,48.16,Car,Low,Sunny,0.0,-3.57,Route_4,4473b9a4-dccc-475c-9afd-0f1d328f251c,24,Male,City_2,20,1,Italian,Weekly,No,Hot,3,2,Fair,3,True,True,Bike-friendly,0.9143998244662408,Bike,Yes
b57924P,45,Cup cake,2024-03-30,2024-03-30,8.06,5.99,Walk,Low,Snowy,0.0,-8.98,Route_4,1432fd7d-3d64-44be-920b-b198f0f801ef,19,Male,City_8,31,3,Mediterranean,Monthly,No,Cold,4,3,Good,1,False,True,Mixed,0.495434306423281,Car,No
0c5dd1T,81,Dumplings,2024-08-04,2024-08-04,2.38,20.41,Bike,Medium,Sunny,0.0,6.71,Route_3,0b7b6da2-bc77-48b3-ad9d-b69ad2c832dd,30,Male,City_10,39,3,Mexican,Weekly,Yes,Hot,2,4,Good,4,True,True,Bike-friendly,0.708158915480269,Bike,No
8f44cdB,43,Sushi,2024-12-07,2024-12-07,11.18,28.04,Bike,Low,Sunny,0.0,9.63,Route_3,ca95b4b5-78d7-40b8-994b-90f7ba425fa2,36,Male,City_7,19,5,American,Weekly,No,Warm,2,4,Poor,5,False,False,Bike-friendly,0.21907163232456384,Bike,No
f82f21W,12,Soup,2024-11-05,2024-11-05,3.8,18.25,Bike,Low,Sunny,0.0,6.94,Route_3,fc3fbb10-3e21-4cc6-b465-bf5ebba51bbb,56,Female,City_10,1,3,Mediterranean,Weekly,Yes,Cold,1,3,Fair,5,False,False,Bike-friendly,0.1702994084523567,Car,No
112a50N,33,Pasta,2024-04-06,2024-04-06,8.42,45.84,Car,Low,Rainy,0.0,-4.38,Route_4,581adc9c-0120-4c18-8496-7f1bef8db322,30,Other,City_3,24,4,American,Monthly,No,Hot,1,2,Fair,2,True,False,Bike-friendly,0.48559780340424474,Car,No
92f810B,43,Briyani rice,2024-03-11,2024-03-11,9.84,16.68,Car,Low,Snowy,0.0,-4.57,Route_2,f8a972c6-7463-463b-8e4b-ad2aacd3380e,45,Male,City_6,7,2,Mediterranean,Monthly,Yes,Warm,2,1,Fair,1,False,False,Bike-friendly,0.6956522402666232,Bike,No
e7d62cJ,46,Chicken pie,2024-04-15,2024-04-15,3.15,22.74,Bike,Low,Snowy,0.0,9.61,Route_4,5c18ed3c-a046-49d4-8b05-5583c83a8eb3,36,Male,City_7,8,2,Mexican,Weekly,Yes,Warm,4,5,Fair,3,True,True,Bike-friendly,0.17804825239119138,Bike,No
f5e402X,72,CoffeeBoba tea,2024-08-27,2024-08-27,5.01,6.43,Car,High,Sunny,0.0,13.82,Route_5,723f0ac2-c1c2-4269-9fc5-fc4ff8409054,30,Other,City_1,10,3,Mediterranean,Weekly,No,Warm,4,3,Fair,4,False,False,Car-only,0.0802427365937246,Car,No
1ed332E,75,Fried chicken,2024-08-09,2024-08-09,5.39,46.81,Car,Low,Snowy,0.0,6.84,Route_4,82a89569-ad4a-4da4-84c4-a081835cb37b,23,Other,City_3,19,5,Italian,Monthly,Yes,Warm,2,2,Poor,3,True,False,Car-only,0.44344973879238325,Car,No
5b3f69B,72,Pizza,2024-07-11,2024-07-11,11.92,21.81,Walk,Medium,Rainy,0.0,1.66,Route_2,d7485836-aae3-4ad3-9c05-c77d8e79799f,37,Female,City_5,26,1,Italian,Monthly,No,Cold,4,4,Fair,3,True,False,Bike-friendly,0.5183203288817813,Car,No
68ce70M,87,Salad,2024-11-01,2024-11-01,13.08,34.12,Walk,Low,Rainy,0.0,15.49,Route_2,35e6aa2d-d73c-4a11-bd0a-253de092c044,56,Male,City_7,42,1,Asian,Monthly,No,Warm,2,1,Poor,2,True,False,Mixed,0.3282327021241721,Car,No
0e6231W,55,Sushi,2024-10-13,2024-10-13,8.16,21.44,Car,Medium,Rainy,0.0,11.68,Route_4,9797735b-add1-4936-84f2-97b55c314ed2,34,Other,City_7,27,5,Asian,Weekly,Yes,Warm,3,2,Fair,1,True,False,Car-only,0.6359902839578039,Car,No
972f6fC,26,Pizza,2024-05-18,2024-05-18,4.38,49.83,Walk,High,Snowy,0.0,15.21,Route_5,22a1045d-2b70-4153-b5e6-da4f42edaa2e,57,Female,City_9,29,1,American,Weekly,No,Hot,4,3,Fair,4,False,False,Mixed,0.8455046392039001,Car,Yes
7d02e3X,72,Whole cake,2024-11-06,2024-11-06,7.59,30.52,Walk,Medium,Sunny,0.0,-1.0,Route_2,c1b46c92-7408-4a8d-925e-b0de6c007b14,36,Female,City_10,33,3,Asian,Weekly,Yes,Warm,3,4,Good,3,True,True,Car-only,0.767712547700212,Bike,No
a95438H,55,Burger,2024-02-01,2024-02-01,12.19,12.56,Car,Medium,Snowy,0.0,8.11,Route_4,47f87f3b-0b82-491f-94d6-fce31ad5e6a6,49,Male,City_9,37,1,Mediterranean,Weekly,Yes,Cold,1,5,Fair,2,False,True,Mixed,0.9612569174940365,Bike,Yes
410d9fJ,38,PastrySmoothie,2024-02-12,2024-02-12,14.43,15.39,Walk,Medium,Sunny,0.0,3.87,Route_2,c3f1e24c-6f0c-4960-b34a-e8e3538aa2f0,55,Other,City_2,30,3,Italian,Monthly,No,Warm,5,3,Fair,1,False,False,Bike-friendly,0.2704960016301843,Car,No
587c30X,1,PastrySmoothie,2024-03-19,2024-03-19,4.53,15.9,Walk,High,Rainy,0.0,4.06,Route_1,96787639-4adf-4cfd-9682-e5a3c18e3ac7,46,Other,City_6,45,2,Italian,Weekly,No,Cold,5,4,Poor,4,True,False,Bike-friendly,0.9770053325353444,Car,Yes
98115dC,35,Pizza,2024-01-30,2024-01-30,5.28,25.1,Walk,Medium,Sunny,0.0,-8.61,Route_1,7b1e21c3-d4ae-48ee-9c37-e31e826c0eca,55,Male,City_1,47,4,Mexican,Monthly,No,Hot,5,4,Fair,2,True,True,Bike-friendly,0.10371345327627712,Bike,No
4bbd39F,68,Cup cake,2024-10-03,2024-10-03,9.83,37.54,Bike,High,Rainy,0.0,17.49,Route_5,a82fb8bb-dcb5-46d2-9e84-45238094b207,58,Other,City_5,43,5,Mediterranean,Weekly,Yes,Cold,5,1,Fair,5,True,True,Bike-friendly,0.7039443689428591,Car,No
caa6d7N,57,Soup,2024-12-01,2024-12-01,4.61,27.92,Car,High,Sunny,0.0,0.41,Route_5,37f5e638-a70a-43dd-8471-c4685ffc8c48,47,Male,City_6,12,1,American,Weekly,Yes,Warm,1,5,Good,5,True,True,Bike-friendly,0.8102897173147456,Car,Yes
29b002T,94,Taccos,2024-09-06,2024-09-06,13.94,41.26,Bike,Low,Rainy,0.0,-9.07,Route_4,f5dc2e40-f76d-4c88-b725-c3d1b4fcdce6,51,Female,City_10,29,5,Asian,Monthly,Yes,Warm,5,3,Poor,2,False,False,Car-only,0.3997357344274023,Car,No
1b9020E,43,Dumplings,2024-03-04,2024-03-04,12.79,18.73,Car,Low,Sunny,0.0,-4.53,Route_5,c0ab01cb-e865-4948-85c9-7340a1277beb,20,Male,City_4,23,2,American,Monthly,Yes,Cold,2,1,Poor,5,True,True,Mixed,0.2489109744267477,Bike,No
13cc71U,9,Cookie,2024-08-26,2024-08-26,6.88,30.92,Car,High,Snowy,0.0,-0.67,Route_3,c918654b-0149-4098-b2c6-547c05f4cd2b,22,Male,City_4,11,5,Mediterranean,Monthly,No,Warm,1,1,Good,5,True,False,Car-only,0.21363448187693101,Car,No
97950cD,23,Shawarma,2024-03-17,2024-03-17,13.64,44.37,Bike,Medium,Sunny,0.0,-0.11,Route_3,8a6143a2-79cf-4583-b1e3-6602766dd1d1,24,Other,City_2,42,2,Italian,Weekly,No,Warm,2,1,Fair,1,False,True,Car-only,0.8015880716318284,Car,Yes
349d07L,4,Chicken wings,2024-01-03,2024-01-03,11.2,19.0,Walk,Low,Rainy,0.0,-7.31,Route_1,655dd201-f822-4163-928d-bbe8df27054c,58,Male,City_7,24,5,Asian,Monthly,Yes,Warm,4,2,Poor,4,False,True,Mixed,0.8556924320076118,Bike,Yes
06b2f6N,66,Cup cake,2024-01-08,2024-01-08,12.33,44.02,Bike,Low,Snowy,0.0,4.26,Route_5,e91178a9-e862-4d04-84fa-1dbe52928f37,24,Male,City_10,46,4,Mediterranean,Monthly,No,Cold,3,2,Poor,3,False,False,Mixed,0.9087526474433348,Car,Yes
